record_id,item_id,facility_id,snapshot_date,anomaly_score,is_anomaly
SC00000074,ITEM00094,FAC0142,2023-08-09,0.419900876738025,0
SC00000075,ITEM00189,FAC0004,2021-07-21,0.3914745695677998,0
SC00000076,ITEM00280,FAC0024,2021-10-08,0.4530266725951047,0
SC00000077,ITEM00309,FAC0162,2023-12-20,0.39999324190132995,0
SC00000078,ITEM00441,FAC0139,2022-08-08,0.48254279859608495,0
SC00000079,ITEM00025,FAC0148,2022-05-13,0.4746244657591272,0
SC00000080,ITEM00285,FAC0145,2023-02-08,0.44649035764979517,0
SC00000081,ITEM00194,FAC0038,2024-07-03,0.5525627259472503,0
SC00000082,ITEM00261,FAC0068,2021-12-30,0.51467476514668,0
SC00000083,ITEM00312,FAC0039,2022-09-19,0.3818441344345905,0
SC00000084,ITEM00190,FAC0138,2021-01-29,0.46080319709931417,0
SC00000085,ITEM00008,FAC0130,2022-09-26,0.5122348530162407,0
SC00000086,ITEM00183,FAC0014,2021-12-02,0.43761016499367467,0
SC00000087,ITEM00435,FAC0095,2023-08-25,0.4035614681069556,0
SC00000088,ITEM00080,FAC0148,2024-02-28,0.4083825151781637,0
SC00000089,ITEM00029,FAC0118,2022-03-11,0.47977716670995957,0
SC00000090,ITEM00249,FAC0162,2021-09-10,0.3937654745149508,0
SC00000091,ITEM00307,FAC0068,2022-02-17,0.44810158723576315,0
SC00000092,ITEM00128,FAC0059,2022-06-21,0.46584920253657247,0
SC00000093,ITEM00189,FAC0039,2023-03-08,0.39910139848140097,0
SC00000094,ITEM00243,FAC0142,2022-10-04,0.41681786656327774,0
SC00000095,ITEM00041,FAC0197,2021-02-19,0.5883960056827502,1
SC00000096,ITEM00031,FAC0166,2024-05-02,0.4021854579151028,0
SC00000097,ITEM00165,FAC0051,2022-01-05,0.5472929770279265,0
SC00000098,ITEM00074,FAC0145,2022-01-05,0.3707372901903228,0
SC00000099,ITEM00119,FAC0187,2024-03-13,0.41225740729773486,0
SC00000100,ITEM00248,FAC0131,2022-05-16,0.49746054648380383,0
SC00000101,ITEM00255,FAC0024,2022-07-27,0.43613051897267624,0
SC00000102,ITEM00450,FAC0146,2021-05-24,0.4299158738231531,0
SC00000103,ITEM00253,FAC0198,2021-07-07,0.4340244173893234,0
SC00000104,ITEM00287,FAC0187,2023-06-08,0.4083560941876509,0
SC00000105,ITEM00232,FAC0181,2022-07-29,0.46066196707615004,0
SC00000106,ITEM00441,FAC0185,2023-07-25,0.392236928547655,0
SC00000107,ITEM00329,FAC0111,2022-04-27,0.42850690233486227,0
SC00000108,ITEM00399,FAC0187,2023-05-16,0.38017018441983647,0
SC00000109,ITEM00008,FAC0146,2021-01-27,0.4629375587331497,0
SC00000110,ITEM00049,FAC0162,2021-10-06,0.5427971547746464,0
SC00000111,ITEM00380,FAC0119,2021-03-29,0.4132129552999481,0
SC00000112,ITEM00308,FAC0057,2022-10-21,0.45086893654995003,0
SC00000113,ITEM00002,FAC0168,2021-10-26,0.4940168487300804,0
SC00000114,ITEM00271,FAC0046,2023-05-02,0.5725350257620424,1
SC00000115,ITEM00374,FAC0198,2022-02-02,0.44840258900091956,0
SC00000116,ITEM00389,FAC0059,2023-04-10,0.4183224075652586,0
SC00000117,ITEM00307,FAC0046,2021-07-27,0.41068750475016014,0
SC00000118,ITEM00123,FAC0159,2023-08-02,0.4030508239935201,0
SC00000119,ITEM00399,FAC0159,2023-02-09,0.379004921412585,0
SC00000120,ITEM00331,FAC0012,2024-06-28,0.5042524249834031,0
SC00000121,ITEM00125,FAC0183,2022-09-06,0.4081762256815305,0
SC00000122,ITEM00255,FAC0183,2023-05-19,0.49782481595217026,0
SC00000123,ITEM00446,FAC0145,2022-10-27,0.384031604912392,0
SC00000124,ITEM00080,FAC0138,2022-03-03,0.4435842579907327,0
SC00000125,ITEM00161,FAC0200,2022-07-14,0.42630554233604745,0
SC00000126,ITEM00106,FAC0200,2023-07-03,0.420513174387766,0
SC00000127,ITEM00325,FAC0089,2023-12-12,0.5700195768674583,1
SC00000128,ITEM00081,FAC0020,2023-06-05,0.4017961689731187,0
SC00000129,ITEM00128,FAC0024,2024-03-12,0.4689645662944296,0
SC00000130,ITEM00108,FAC0059,2024-10-29,0.47706642755178713,0
SC00000131,ITEM00232,FAC0195,2021-06-18,0.5040952262132714,0
SC00000132,ITEM00180,FAC0056,2021-01-13,0.4148110169612478,0
SC00000133,ITEM00272,FAC0047,2023-02-21,0.4556691731532766,0
SC00000134,ITEM00074,FAC0145,2022-01-06,0.46232757236795136,0
SC00000135,ITEM00427,FAC0067,2023-08-02,0.39929701888482133,0
SC00000136,ITEM00199,FAC0143,2024-07-03,0.431105797354777,0
SC00000137,ITEM00268,FAC0019,2023-07-26,0.42051696017764645,0
SC00000138,ITEM00171,FAC0097,2023-04-17,0.3794663955069598,0
SC00000139,ITEM00104,FAC0014,2024-03-04,0.3733786763266536,0
SC00000140,ITEM00255,FAC0130,2022-11-10,0.4199648481318191,0
SC00000141,ITEM00358,FAC0113,2021-11-09,0.46780665402467536,0
SC00000142,ITEM00245,FAC0142,2022-04-19,0.3914079173709571,0
SC00000143,ITEM00290,FAC0142,2023-01-31,0.3742356321870457,0
SC00000144,ITEM00383,FAC0174,2022-06-23,0.46548354281501936,0
SC00000145,ITEM00308,FAC0111,2024-07-18,0.45102899759129783,0
SC00000146,ITEM00389,FAC0057,2024-07-24,0.47572972323909457,0
SC00000147,ITEM00446,FAC0143,2024-06-27,0.40310233292085723,0
SC00000148,ITEM00278,FAC0057,2024-05-09,0.5092346190788711,0
SC00000149,ITEM00187,FAC0156,2024-09-13,0.4090441215376707,0
SC00000150,ITEM00224,FAC0002,2023-11-02,0.4605222241344009,0
SC00000151,ITEM00170,FAC0097,2021-07-08,0.39882694081152326,0
SC00000152,ITEM00249,FAC0145,2024-08-08,0.43867491127677,0
SC00000153,ITEM00215,FAC0075,2024-06-19,0.390259546574787,0
SC00000154,ITEM00309,FAC0083,2021-05-05,0.4664125583628177,0
SC00000155,ITEM00329,FAC0046,2021-04-08,0.47375066523621806,0
SC00000156,ITEM00080,FAC0059,2023-07-17,0.41769042286478064,0
SC00000157,ITEM00160,FAC0145,2024-06-13,0.4163176937292998,0
SC00000158,ITEM00298,FAC0067,2023-02-14,0.46895472898827084,0
SC00000159,ITEM00171,FAC0089,2024-01-03,0.3925596168564933,0
SC00000160,ITEM00308,FAC0091,2021-02-05,0.47726927601006724,0
SC00000161,ITEM00232,FAC0198,2021-07-27,0.49267974776093854,0
SC00000162,ITEM00127,FAC0113,2024-05-14,0.44089431521427136,0
SC00000163,ITEM00028,FAC0014,2023-05-09,0.539203019130331,0
SC00000164,ITEM00312,FAC0130,2022-12-02,0.4470773624267777,0
SC00000165,ITEM00100,FAC0122,2022-09-02,0.418961557571568,0
SC00000166,ITEM00192,FAC0021,2024-11-15,0.4017096577302522,0
SC00000167,ITEM00240,FAC0130,2024-09-25,0.39480848556326387,0
SC00000168,ITEM00307,FAC0064,2023-09-12,0.4092440464193473,0
SC00000169,ITEM00447,FAC0004,2023-01-31,0.457388998468725,0
SC00000170,ITEM00261,FAC0145,2022-11-30,0.3855344310470342,0
SC00000171,ITEM00172,FAC0024,2024-05-02,0.5718391032435379,1
SC00000172,ITEM00207,FAC0142,2023-02-20,0.5110198435026297,0
SC00000173,ITEM00307,FAC0032,2021-01-07,0.451413090263526,0
SC00000174,ITEM00049,FAC0130,2024-06-26,0.41772879519888984,0
SC00000175,ITEM00255,FAC0185,2024-11-11,0.5472123220646458,0
SC00000176,ITEM00018,FAC0039,2024-10-30,0.5336079684041849,0
SC00000177,ITEM00444,FAC0024,2021-08-03,0.40322570365041,0
SC00000178,ITEM00206,FAC0024,2022-02-28,0.5087052371122818,0
SC00000179,ITEM00261,FAC0123,2023-09-15,0.4166935817226684,0
SC00000180,ITEM00347,FAC0035,2021-12-01,0.44617163469822874,0
SC00000181,ITEM00140,FAC0111,2021-03-15,0.5143995775590486,0
SC00000182,ITEM00433,FAC0007,2021-09-22,0.6323537048610741,1
SC00000183,ITEM00374,FAC0145,2023-02-13,0.47602802017323087,0
SC00000184,ITEM00445,FAC0111,2023-08-07,0.45790627407896073,0
SC00000185,ITEM00057,FAC0065,2021-07-19,0.45807909466764074,0
SC00000186,ITEM00366,FAC0113,2022-04-19,0.4086045952115362,0
SC00000187,ITEM00045,FAC0145,2023-02-07,0.4761706172805773,0
SC00000188,ITEM00409,FAC0052,2022-09-01,0.5053503176201594,0
SC00000189,ITEM00299,FAC0124,2021-05-17,0.47151010373497915,0
SC00000190,ITEM00153,FAC0187,2024-07-26,0.39981697384199993,0
SC00000191,ITEM00151,FAC0132,2023-09-01,0.4527273779450351,0
SC00000192,ITEM00396,FAC0142,2022-08-15,0.425103819670087,0
SC00000193,ITEM00222,FAC0067,2021-10-27,0.4365270370778259,0
SC00000194,ITEM00008,FAC0012,2024-11-26,0.3871246022955957,0
SC00000195,ITEM00298,FAC0183,2024-09-09,0.5155784154764025,0
SC00000196,ITEM00444,FAC0159,2022-12-29,0.42388445851721535,0
SC00000197,ITEM00294,FAC0109,2022-01-05,0.39276443968797525,0
SC00000198,ITEM00180,FAC0065,2023-03-01,0.41566904456420706,0
SC00000199,ITEM00123,FAC0097,2021-06-07,0.4873174120001802,0
SC00000200,ITEM00184,FAC0014,2024-04-22,0.49371047207308094,0
SC00000201,ITEM00383,FAC0014,2022-03-29,0.40578941648384925,0
SC00000202,ITEM00395,FAC0131,2024-11-05,0.43427633105463853,0
SC00000203,ITEM00346,FAC0085,2022-01-31,0.4148238614570129,0
SC00000204,ITEM00399,FAC0198,2022-02-28,0.5143574869843501,0
SC00000205,ITEM00309,FAC0074,2023-09-21,0.5104171893351683,0
SC00000206,ITEM00067,FAC0024,2024-05-10,0.3876916088436189,0
SC00000207,ITEM00168,FAC0183,2021-10-06,0.3918867441364864,0
SC00000208,ITEM00423,FAC0168,2022-03-28,0.5037690340825162,0
SC00000209,ITEM00435,FAC0063,2021-07-12,0.3925483108301049,0
SC00000210,ITEM00441,FAC0185,2024-02-22,0.40516657660326444,0
SC00000211,ITEM00425,FAC0110,2023-08-24,0.4179518799109698,0
SC00000212,ITEM00447,FAC0039,2023-08-15,0.45589235823123286,0
SC00000213,ITEM00358,FAC0030,2022-09-23,0.4596018278965939,0
SC00000214,ITEM00214,FAC0012,2021-04-20,0.36978615910293805,0
SC00000215,ITEM00127,FAC0191,2022-03-04,0.37489728996827015,0
SC00000216,ITEM00242,FAC0064,2023-01-04,0.43532780985278174,0
SC00000217,ITEM00008,FAC0057,2021-08-25,0.374475602964348,0
SC00000218,ITEM00085,FAC0079,2021-04-21,0.40798634468881917,0
SC00000219,ITEM00018,FAC0148,2023-02-21,0.43246133336883125,0
SC00000220,ITEM00004,FAC0110,2021-04-28,0.3935023654149777,0
SC00000221,ITEM00433,FAC0010,2021-04-01,0.4924469951715669,0
SC00000222,ITEM00016,FAC0079,2024-02-12,0.4051164697393792,0
SC00000223,ITEM00042,FAC0079,2022-06-27,0.43083488412623766,0
SC00000224,ITEM00008,FAC0148,2022-05-19,0.38937712080249254,0
SC00000225,ITEM00308,FAC0135,2023-08-25,0.41102299262335257,0
SC00000226,ITEM00425,FAC0074,2021-05-13,0.47537670608277405,0
SC00000227,ITEM00287,FAC0142,2023-04-18,0.46920662484331094,0
SC00000228,ITEM00222,FAC0198,2022-01-11,0.4089370523049829,0
SC00000229,ITEM00433,FAC0002,2021-04-15,0.46801077460802826,0
SC00000230,ITEM00127,FAC0013,2022-11-24,0.49256852045326505,0
SC00000231,ITEM00023,FAC0095,2024-09-17,0.41260810623225275,0
SC00000232,ITEM00248,FAC0145,2023-06-09,0.4609669388789022,0
SC00000233,ITEM00447,FAC0067,2021-02-05,0.5392861225520061,0
SC00000234,ITEM00274,FAC0198,2022-02-01,0.4112382400613704,0
SC00000235,ITEM00109,FAC0067,2022-09-20,0.4221963837376662,0
SC00000236,ITEM00144,FAC0137,2024-10-22,0.38750471535433323,0
SC00000237,ITEM00343,FAC0127,2021-05-07,0.3900125614072824,0
SC00000238,ITEM00023,FAC0038,2021-07-22,0.4452900629012062,0
SC00000239,ITEM00308,FAC0083,2023-07-04,0.5134715799928838,0
SC00000240,ITEM00047,FAC0197,2022-06-24,0.44483486082480655,0
SC00000241,ITEM00132,FAC0134,2024-04-22,0.505789908310277,0
SC00000242,ITEM00181,FAC0124,2021-01-05,0.42090045082186667,0
SC00000243,ITEM00255,FAC0197,2023-06-15,0.5425039957253727,0
SC00000244,ITEM00100,FAC0072,2021-08-19,0.4182719830087868,0
SC00000245,ITEM00186,FAC0189,2022-09-14,0.48538330981855915,0
SC00000246,ITEM00170,FAC0130,2023-08-07,0.5348755324170088,0
SC00000247,ITEM00006,FAC0056,2022-09-20,0.4099012168701692,0
SC00000248,ITEM00055,FAC0030,2024-03-15,0.4594751619225566,0
SC00000249,ITEM00385,FAC0160,2022-12-01,0.4222655360711562,0
SC00000250,ITEM00278,FAC0143,2023-11-27,0.45193060847748656,0
SC00000251,ITEM00104,FAC0095,2022-11-22,0.39329583767699355,0
SC00000252,ITEM00374,FAC0148,2023-11-10,0.3902173822339892,0
SC00000253,ITEM00290,FAC0101,2024-01-22,0.4476338605202453,0
SC00000254,ITEM00127,FAC0023,2022-02-07,0.4273239323223281,0
SC00000255,ITEM00229,FAC0183,2022-10-13,0.37867974116113423,0
SC00000256,ITEM00203,FAC0161,2022-09-22,0.44824825198550394,0
SC00000257,ITEM00204,FAC0067,2023-01-11,0.40012052607921744,0
SC00000258,ITEM00432,FAC0126,2021-03-15,0.4382694132439908,0
SC00000259,ITEM00396,FAC0159,2023-06-20,0.44487485231424656,0
SC00000260,ITEM00127,FAC0007,2024-07-01,0.376793015046095,0
SC00000261,ITEM00008,FAC0001,2024-11-04,0.3987497097513406,0
SC00000262,ITEM00296,FAC0084,2024-02-07,0.4205045726795856,0
SC00000263,ITEM00055,FAC0181,2022-09-28,0.41695863942858763,0
SC00000264,ITEM00287,FAC0110,2024-12-03,0.5222977342303559,0
SC00000265,ITEM00097,FAC0187,2021-08-03,0.37800971261991034,0
SC00000266,ITEM00076,FAC0110,2024-09-27,0.3687551806964308,0
SC00000267,ITEM00205,FAC0159,2021-04-09,0.392537388528805,0
SC00000268,ITEM00444,FAC0024,2022-12-07,0.4630879390461361,0
SC00000269,ITEM00358,FAC0004,2022-03-25,0.467387268204772,0
SC00000270,ITEM00249,FAC0001,2021-03-02,0.4324052184069996,0
SC00000271,ITEM00318,FAC0168,2022-10-28,0.37582233533469844,0
SC00000272,ITEM00142,FAC0181,2023-08-22,0.40404154979263485,0
SC00000273,ITEM00140,FAC0039,2023-08-22,0.45148444253413594,0
SC00000274,ITEM00405,FAC0098,2022-11-01,0.4408913000739317,0
SC00000275,ITEM00224,FAC0145,2024-01-05,0.458807502734103,0
SC00000276,ITEM00365,FAC0197,2024-09-16,0.5855883626686833,1
SC00000277,ITEM00214,FAC0110,2022-11-01,0.41255673894672484,0
SC00000278,ITEM00018,FAC0024,2024-03-06,0.4272159141642092,0
SC00000279,ITEM00409,FAC0003,2023-08-07,0.48840826051524977,0
SC00000280,ITEM00175,FAC0087,2024-08-26,0.48453323235730733,0
SC00000281,ITEM00094,FAC0198,2022-07-12,0.413398224576201,0
SC00000282,ITEM00189,FAC0145,2024-03-28,0.38428569384773303,0
SC00000283,ITEM00325,FAC0007,2022-05-30,0.416501880608878,0
SC00000284,ITEM00089,FAC0111,2023-10-10,0.4892823140423592,0
SC00000285,ITEM00444,FAC0143,2023-03-24,0.46658670632525595,0
SC00000286,ITEM00038,FAC0056,2023-09-29,0.386033097195152,0
SC00000287,ITEM00002,FAC0138,2021-01-22,0.404108976926656,0
SC00000288,ITEM00383,FAC0072,2021-02-08,0.3942767608687483,0
SC00000289,ITEM00055,FAC0167,2021-10-26,0.5356810099147004,0
SC00000290,ITEM00055,FAC0145,2021-07-14,0.4157988350061365,0
SC00000291,ITEM00446,FAC0072,2024-07-03,0.43394357681258466,0
SC00000292,ITEM00396,FAC0131,2023-08-09,0.3842163649759516,0
SC00000293,ITEM00289,FAC0024,2022-02-01,0.3802342457382917,0
SC00000294,ITEM00260,FAC0056,2023-03-07,0.40418694001537747,0
SC00000295,ITEM00291,FAC0143,2024-04-29,0.39702695582611547,0
SC00000296,ITEM00128,FAC0183,2024-05-16,0.38929498822241965,0
SC00000297,ITEM00222,FAC0197,2023-11-03,0.519517051488771,0
SC00000298,ITEM00307,FAC0143,2024-10-14,0.4691525167900813,0
SC00000299,ITEM00166,FAC0067,2021-03-24,0.40765337556259185,0
SC00000300,ITEM00057,FAC0030,2024-09-13,0.49181245114036015,0
SC00000301,ITEM00138,FAC0024,2022-04-14,0.38994883051951523,0
SC00000302,ITEM00145,FAC0046,2021-10-15,0.3981504988812439,0
SC00000303,ITEM00138,FAC0030,2021-01-28,0.5102223563820247,0
SC00000304,ITEM00359,FAC0021,2024-04-19,0.4181355515941713,0
SC00000305,ITEM00226,FAC0079,2021-10-19,0.42955473198401456,0
SC00000306,ITEM00308,FAC0008,2022-04-29,0.4862246845697476,0
SC00000307,ITEM00308,FAC0183,2022-01-20,0.410464101714098,0
SC00000308,ITEM00303,FAC0159,2021-09-20,0.4023618282585949,0
SC00000309,ITEM00097,FAC0161,2024-02-05,0.4073422761440246,0
SC00000310,ITEM00290,FAC0145,2023-03-29,0.43703730721963757,0
SC00000311,ITEM00427,FAC0061,2021-06-16,0.4087051088148989,0
SC00000312,ITEM00433,FAC0024,2022-09-15,0.5390298588832937,0
SC00000313,ITEM00395,FAC0113,2023-05-11,0.3881343051282961,0
SC00000314,ITEM00396,FAC0131,2023-04-28,0.5164037404537749,0
SC00000315,ITEM00444,FAC0018,2024-09-10,0.5681744144671761,1
SC00000316,ITEM00267,FAC0130,2021-07-26,0.4112844301308634,0
SC00000317,ITEM00079,FAC0097,2023-05-22,0.4838447019184001,0
SC00000318,ITEM00145,FAC0146,2022-07-18,0.4543428887474266,0
SC00000319,ITEM00334,FAC0197,2023-11-28,0.3831002948835414,0
SC00000320,ITEM00199,FAC0183,2024-05-07,0.3751225098469627,0
SC00000321,ITEM00044,FAC0118,2022-01-03,0.4324967666764153,0
SC00000322,ITEM00261,FAC0159,2024-05-16,0.4400182227055869,0
SC00000323,ITEM00118,FAC0024,2023-03-28,0.5009900506530892,0
SC00000324,ITEM00304,FAC0197,2024-02-20,0.3882933198973926,0
SC00000325,ITEM00308,FAC0056,2023-11-13,0.37353974127549455,0
SC00000326,ITEM00450,FAC0145,2022-09-23,0.4219385146214894,0
SC00000327,ITEM00441,FAC0191,2022-04-12,0.4485941347906711,0
SC00000328,ITEM00444,FAC0145,2023-12-15,0.4026269700409308,0
SC00000329,ITEM00397,FAC0138,2021-07-12,0.40919274380424364,0
SC00000330,ITEM00275,FAC0095,2023-12-15,0.5331321452881437,0
SC00000331,ITEM00367,FAC0198,2024-08-26,0.39588921446609804,0
SC00000332,ITEM00347,FAC0195,2022-07-18,0.3950534471424441,0
SC00000333,ITEM00441,FAC0072,2023-12-07,0.3997970919706532,0
SC00000334,ITEM00167,FAC0061,2023-06-01,0.4924304242075932,0
SC00000335,ITEM00433,FAC0099,2023-10-18,0.47655812171664985,0
SC00000336,ITEM00166,FAC0096,2023-01-20,0.4136425903024385,0
SC00000337,ITEM00008,FAC0111,2023-01-06,0.4172260905835414,0
SC00000338,ITEM00441,FAC0039,2021-07-26,0.4225075811291876,0
SC00000339,ITEM00423,FAC0038,2024-04-11,0.3736375611142464,0
SC00000340,ITEM00232,FAC0176,2024-05-10,0.4161495251918591,0
SC00000341,ITEM00255,FAC0082,2022-01-31,0.43800621689466623,0
SC00000342,ITEM00165,FAC0124,2023-10-20,0.4135145135361704,0
SC00000343,ITEM00399,FAC0113,2023-01-26,0.44676121059081964,0
SC00000344,ITEM00410,FAC0145,2022-09-29,0.4032899319914119,0
SC00000345,ITEM00097,FAC0024,2021-07-19,0.3893316432703817,0
SC00000346,ITEM00357,FAC0192,2024-01-08,0.5463481517381192,0
SC00000347,ITEM00181,FAC0072,2022-11-11,0.4007210488773363,0
SC00000348,ITEM00224,FAC0142,2023-05-30,0.3842467095190702,0
SC00000349,ITEM00327,FAC0056,2022-11-23,0.4514396387110557,0
SC00000350,ITEM00024,FAC0168,2023-09-21,0.4528557306547657,0
SC00000351,ITEM00308,FAC0143,2021-06-16,0.39797528687311684,0
SC00000352,ITEM00340,FAC0059,2023-06-14,0.390992578089784,0
SC00000353,ITEM00187,FAC0002,2021-08-24,0.48566018982334336,0
SC00000354,ITEM00366,FAC0099,2022-02-09,0.4061864896526201,0
SC00000355,ITEM00199,FAC0143,2021-07-01,0.4976724173877511,0
SC00000356,ITEM00320,FAC0161,2024-05-24,0.5696953951142495,1
SC00000357,ITEM00232,FAC0122,2022-08-03,0.3971243102727988,0
SC00000358,ITEM00154,FAC0148,2021-02-11,0.4082310025531612,0
SC00000359,ITEM00032,FAC0183,2023-06-30,0.4312877172186784,0
SC00000360,ITEM00163,FAC0030,2024-07-03,0.40944573455097877,0
SC00000361,ITEM00102,FAC0067,2023-04-07,0.41519123983893264,0
SC00000362,ITEM00024,FAC0045,2023-11-01,0.4561736990962384,0
SC00000363,ITEM00295,FAC0130,2024-01-25,0.49695894802284657,0
SC00000364,ITEM00343,FAC0135,2022-10-18,0.4501885290953074,0
SC00000365,ITEM00041,FAC0045,2024-04-19,0.410996180348707,0
SC00000366,ITEM00167,FAC0039,2022-08-26,0.5093854288569131,0
SC00000367,ITEM00024,FAC0131,2021-06-07,0.40906238761147046,0
SC00000368,ITEM00355,FAC0008,2022-03-07,0.4127231206388183,0
SC00000369,ITEM00296,FAC0059,2024-01-25,0.4716635339700954,0
SC00000370,ITEM00129,FAC0159,2024-07-16,0.4305371643482325,0
SC00000371,ITEM00221,FAC0014,2021-09-22,0.38361319190440807,0
SC00000372,ITEM00029,FAC0187,2024-06-19,0.4435073590128886,0
SC00000373,ITEM00044,FAC0008,2022-02-28,0.47411301882335466,0
SC00000374,ITEM00194,FAC0024,2022-08-08,0.4958488480930155,0
SC00000375,ITEM00057,FAC0145,2023-11-15,0.37872621040414417,0
SC00000376,ITEM00094,FAC0014,2023-04-20,0.4674245916623444,0
SC00000377,ITEM00301,FAC0042,2024-02-13,0.4237845069738631,0
